Rank,Team,GP,W,L,D,GF,GA,GD,Pts,PPG,StrengthIndex,SourceURL,Division,EventID,GroupID,League,last_updated
8,Ohio Champions League Ohio Premier 2013 Girls Pre-ECNL UA,0,0,0,0,0,0,0,0,0,15.0,https://system.gotsport.com/org_event/events/45535/results?group=417877,Schedule,45535,417877,GotSport Tournament,2025-11-02 22:43:22
1,Appleseed Premier Appleseed Premier 2012 Black,0,0,0,0,0,0,0,8,0,15.0,https://system.gotsport.com/org_event/events/45535/results?group=418589,Schedule,45535,418589,GotSport Tournament,2025-11-02 22:43:24
2,Club Ohio Club Ohio North 12G Black,0,0,0,0,0,0,0,4,0,15.0,https://system.gotsport.com/org_event/events/45535/results?group=418589,Schedule,45535,418589,GotSport Tournament,2025-11-02 22:43:24
3,Columbus United Columbus United G'12 Toffees,0,0,0,0,0,0,0,6,0,15.0,https://system.gotsport.com/org_event/events/45535/results?group=418589,Schedule,45535,418589,GotSport Tournament,2025-11-02 22:43:24
4,Elite FC Elite FC 2012 Girls Club Premier II,0,0,0,0,0,0,0,7,0,15.0,https://system.gotsport.com/org_event/events/45535/results?group=418589,Schedule,45535,418589,GotSport Tournament,2025-11-02 22:43:24
5,Sporting Columbus Sporting Columbus Girls 2012 COPL,0,0,0,0,0,0,0,8,0,15.0,https://system.gotsport.com/org_event/events/45535/results?group=418589,Schedule,45535,418589,GotSport Tournament,2025-11-02 22:43:24
6,Worthington United Worthington United 94 2012 Girls Navy I,0,0,0,0,0,0,0,8,0,15.0,https://system.gotsport.com/org_event/events/45535/results?group=418589,Schedule,45535,418589,GotSport Tournament,2025-11-02 22:43:24
1,Central Ohio Elite COE 2012G Blue,0,0,0,0,0,0,0,11,0,15.0,https://system.gotsport.com/org_event/events/45535/results?group=418591,Schedule,45535,418591,GotSport Tournament,2025-11-02 22:43:27
2,Club Ohio Club Ohio East 12G Green,0,0,0,0,0,0,0,12,0,15.0,https://system.gotsport.com/org_event/events/45535/results?group=418591,Schedule,45535,418591,GotSport Tournament,2025-11-02 22:43:27
3,Kings Hammer New Albany KHA1 New Albany G12,0,0,0,0,0,0,0,16,0,15.0,https://system.gotsport.com/org_event/events/45535/results?group=418591,Schedule,45535,418591,GotSport Tournament,2025-11-02 22:43:27
4,Legend SC LEGEND SC G 2012,0,0,0,0,0,0,0,11,0,15.0,https://system.gotsport.com/org_event/events/45535/results?group=418591,Schedule,45535,418591,GotSport Tournament,2025-11-02 22:43:27
5,MVSA Sting MV Sting U14 Girls 2012,0,0,0,0,0,0,0,1,0,15.0,https://system.gotsport.com/org_event/events/45535/results?group=418591,Schedule,45535,418591,GotSport Tournament,2025-11-02 22:43:27
6,Pride Soccer Club Pride SC 2012 Girls Samba,0,0,0,0,0,0,0,2,0,15.0,https://system.gotsport.com/org_event/events/45535/results?group=418591,Schedule,45535,418591,GotSport Tournament,2025-11-02 22:43:27
1,Alder FC Alder FC 2012 GU14 25/26,0,0,0,0,0,0,0,6,0,15.0,https://system.gotsport.com/org_event/events/45535/results?group=418591,Schedule,45535,418591,GotSport Tournament,2025-11-02 22:43:27
2,Columbus Force SC CE 2012G Warriors,0,0,0,0,0,0,0,9,0,15.0,https://system.gotsport.com/org_event/events/45535/results?group=418591,Schedule,45535,418591,GotSport Tournament,2025-11-02 22:43:27
3,Elite FC Elite FC 2012 Girls NPL,0,0,0,0,0,0,0,21,0,15.0,https://system.gotsport.com/org_event/events/45535/results?group=418591,Schedule,45535,418591,GotSport Tournament,2025-11-02 22:43:27
4,Elite FC Elite FC 2013 Girls ECNL RL,0,0,0,0,0,0,0,10,0,15.0,https://system.gotsport.com/org_event/events/45535/results?group=418591,Schedule,45535,418591,GotSport Tournament,2025-11-02 22:43:27
5,Northwest FC Northwest FC 2012G Blue,0,0,0,0,0,0,0,6,0,15.0,https://system.gotsport.com/org_event/events/45535/results?group=418591,Schedule,45535,418591,GotSport Tournament,2025-11-02 22:43:27
6,Riverdale SC Riverdale 2012 Lady Falcons,0,0,0,0,0,0,0,12,0,15.0,https://system.gotsport.com/org_event/events/45535/results?group=418591,Schedule,45535,418591,GotSport Tournament,2025-11-02 22:43:27
7,Worthington United WSP Wildcats 2012 Girls,0,0,0,0,0,0,0,7,0,15.0,https://system.gotsport.com/org_event/events/45535/results?group=418591,Schedule,45535,418591,GotSport Tournament,2025-11-02 22:43:27
4,Olimpia USA Soccer Olimpia USA 2013/2012 Girls,0,0,0,0,0,0,0,16,0,15.0,https://system.gotsport.com/org_event/events/45535/results?group=417570,Schedule,45535,417570,GotSport Tournament,2025-11-02 22:43:29
1,Columbus Force SC CE 2012G Squirrels,0,0,0,0,0,0,0,0,0,15.0,https://system.gotsport.com/org_event/events/45535/results?group=417570,Schedule,45535,417570,GotSport Tournament,2025-11-02 22:43:29
2,Columbus Force SC Columbus Force 12G White,0,0,0,0,0,0,0,21,0,15.0,https://system.gotsport.com/org_event/events/45535/results?group=417570,Schedule,45535,417570,GotSport Tournament,2025-11-02 22:43:29
3,Delaware Knights Delaware Knights 2012 GU14,0,0,0,0,0,0,0,19,0,15.0,https://system.gotsport.com/org_event/events/45535/results?group=417570,Schedule,45535,417570,GotSport Tournament,2025-11-02 22:43:29
4,Elite FC Elite FC 2012 Girls OCL,0,0,0,0,0,0,0,3,0,15.0,https://system.gotsport.com/org_event/events/45535/results?group=417570,Schedule,45535,417570,GotSport Tournament,2025-11-02 22:43:29
5,Freedom Soccer Club FREEDOM 2012 GIRLS,0,0,0,0,0,0,0,11,0,15.0,https://system.gotsport.com/org_event/events/45535/results?group=417570,Schedule,45535,417570,GotSport Tournament,2025-11-02 22:43:29
6,Worthington United WSP Bulldogs 2012 Girls,0,0,0,0,0,0,0,14,0,15.0,https://system.gotsport.com/org_event/events/45535/results?group=417570,Schedule,45535,417570,GotSport Tournament,2025-11-02 22:43:29
10,10,0,0,0,0,0,0,0,0,0,15.0,https://system.gotsport.com/org_event/events/45535/results?group=417878,Schedule,45535,417878,GotSport Tournament,2025-11-02 22:43:31
2,Ohio Champions League Club Ohio 12G ECNL RL,0,0,0,0,0,0,0,0,0,15.0,https://system.gotsport.com/org_event/events/45535/results?group=417878,Schedule,45535,417878,GotSport Tournament,2025-11-02 22:43:31
1,Club Ohio Club Ohio North 11G Fall,0,0,0,0,0,0,0,3,0,15.0,https://system.gotsport.com/org_event/events/45535/results?group=418592,Schedule,45535,418592,GotSport Tournament,2025-11-02 22:43:34
2,Columbus United Columbus United G'11 Fall,0,0,0,0,0,0,0,7,0,15.0,https://system.gotsport.com/org_event/events/45535/results?group=418592,Schedule,45535,418592,GotSport Tournament,2025-11-02 22:43:34
3,Elite FC Elite FC 2012 Girls ECNL RL,0,0,0,0,0,0,0,6,0,15.0,https://system.gotsport.com/org_event/events/45535/results?group=418592,Schedule,45535,418592,GotSport Tournament,2025-11-02 22:43:34
4,Elite FC Elite FC U15 Girls Trapped,0,0,0,0,0,0,0,6,0,15.0,https://system.gotsport.com/org_event/events/45535/results?group=418592,Schedule,45535,418592,GotSport Tournament,2025-11-02 22:43:34
5,Grasshoppers FC Grasshoppers FC - 2012G,0,0,0,0,0,0,0,27,0,15.0,https://system.gotsport.com/org_event/events/45535/results?group=418592,Schedule,45535,418592,GotSport Tournament,2025-11-02 22:43:34
6,Northwest FC Northwest FC 2011G Fall Orange,0,0,0,0,0,0,0,12,0,15.0,https://system.gotsport.com/org_event/events/45535/results?group=418592,Schedule,45535,418592,GotSport Tournament,2025-11-02 22:43:34
7,Ohio Premier Fall Ball Girls Grey,0,0,0,0,0,0,0,18,0,15.0,https://system.gotsport.com/org_event/events/45535/results?group=418592,Schedule,45535,418592,GotSport Tournament,2025-11-02 22:43:34
8,Polaris Soccer Club Polaris SC 11G Navy,0,0,0,0,0,0,0,13,0,15.0,https://system.gotsport.com/org_event/events/45535/results?group=418592,Schedule,45535,418592,GotSport Tournament,2025-11-02 22:43:34
9,Worthington United WSP Warriors 2011 Girls,0,0,0,0,0,0,0,6,0,15.0,https://system.gotsport.com/org_event/events/45535/results?group=418592,Schedule,45535,418592,GotSport Tournament,2025-11-02 22:43:34
1,Kings Hammer New Albany KHA1 New Albany G11,0,0,0,0,0,0,0,10,0,15.0,https://system.gotsport.com/org_event/events/45535/results?group=418593,Schedule,45535,418593,GotSport Tournament,2025-11-02 22:43:36
2,Lancaster Select Soccer Association,0,0,0,0,0,0,0,6,0,15.0,https://system.gotsport.com/org_event/events/45535/results?group=418593,Schedule,45535,418593,GotSport Tournament,2025-11-02 22:43:36
3,LFC United LFC United 2011 G Elite,0,0,0,0,0,0,0,6,0,15.0,https://system.gotsport.com/org_event/events/45535/results?group=418593,Schedule,45535,418593,GotSport Tournament,2025-11-02 22:43:36
4,MVSA Sting MV Sting u15 Girls 2011,0,0,0,0,0,0,0,15,0,15.0,https://system.gotsport.com/org_event/events/45535/results?group=418593,Schedule,45535,418593,GotSport Tournament,2025-11-02 22:43:36
5,NASA Xtabi NASA Xtabi 2011 Girls,0,0,0,0,0,0,0,22,0,15.0,https://system.gotsport.com/org_event/events/45535/results?group=418593,Schedule,45535,418593,GotSport Tournament,2025-11-02 22:43:36
6,Upper Arlington United UAU 2011G U15,0,0,0,0,0,0,0,0,0,15.0,https://system.gotsport.com/org_event/events/45535/results?group=418593,Schedule,45535,418593,GotSport Tournament,2025-11-02 22:43:36
1,Columbus Force SC CE 2011G Chelsea,0,0,0,0,0,0,0,16,0,15.0,https://system.gotsport.com/org_event/events/45535/results?group=418593,Schedule,45535,418593,GotSport Tournament,2025-11-02 22:43:36
2,Columbus Force SC CE 2011G Snipers,0,0,0,0,0,0,0,10,0,15.0,https://system.gotsport.com/org_event/events/45535/results?group=418593,Schedule,45535,418593,GotSport Tournament,2025-11-02 22:43:36
3,Delaware Knights Delaware Knights 2011 GU15,0,0,0,0,0,0,0,21,0,15.0,https://system.gotsport.com/org_event/events/45535/results?group=418593,Schedule,45535,418593,GotSport Tournament,2025-11-02 22:43:36
4,Dublin United Soccer Club DUSC Neon Irish 2012/2011 Girls,0,0,0,0,0,0,0,1,0,15.0,https://system.gotsport.com/org_event/events/45535/results?group=418593,Schedule,45535,418593,GotSport Tournament,2025-11-02 22:43:36
5,Freedom Soccer Club FREEDOM 2011 GIRLS,0,0,0,0,0,0,0,18,0,15.0,https://system.gotsport.com/org_event/events/45535/results?group=418593,Schedule,45535,418593,GotSport Tournament,2025-11-02 22:43:36
6,Worthington United WSP Crushers 2011 Girls,0,0,0,0,0,0,0,13,0,15.0,https://system.gotsport.com/org_event/events/45535/results?group=418593,Schedule,45535,418593,GotSport Tournament,2025-11-02 22:43:36
10,10,0,0,0,0,0,0,0,0,0,15.0,https://system.gotsport.com/org_event/events/45535/results?group=417879,Schedule,45535,417879,GotSport Tournament,2025-11-02 22:43:38
2,Ohio Champions League Club Ohio 11G ECNL-RL,0,0,0,0,0,0,0,0,0,15.0,https://system.gotsport.com/org_event/events/45535/results?group=417879,Schedule,45535,417879,GotSport Tournament,2025-11-02 22:43:38
3,Ohio Champions League Columbus Force 11g E64RL,0,0,0,0,0,0,0,0,0,15.0,https://system.gotsport.com/org_event/events/45535/results?group=417879,Schedule,45535,417879,GotSport Tournament,2025-11-02 22:43:38
4,Ohio Champions League Ohio Premier 2011 Girls COPL,0,0,0,0,0,0,0,0,0,15.0,https://system.gotsport.com/org_event/events/45535/results?group=417879,Schedule,45535,417879,GotSport Tournament,2025-11-02 22:43:38
7,Ohio Champions League Sporting Columbus Girls 2011 ECNL RL,0,0,0,0,0,0,0,0,0,15.0,https://system.gotsport.com/org_event/events/45535/results?group=417879,Schedule,45535,417879,GotSport Tournament,2025-11-02 22:43:38
1,Ohio Champions League Club Ohio 10G E64,0,0,0,0,0,0,0,0,0,15.0,https://system.gotsport.com/org_event/events/45535/results?group=417880,Schedule,45535,417880,GotSport Tournament,2025-11-02 22:43:41
2,Ohio Champions League Club Ohio 10G ECNL-RL,0,0,0,0,0,0,0,0,0,15.0,https://system.gotsport.com/org_event/events/45535/results?group=417880,Schedule,45535,417880,GotSport Tournament,2025-11-02 22:43:41
3,Ohio Champions League Columbus Force 10g E64RL,0,0,0,0,0,0,0,0,0,15.0,https://system.gotsport.com/org_event/events/45535/results?group=417880,Schedule,45535,417880,GotSport Tournament,2025-11-02 22:43:41
6,Ohio Champions League Sporting Columbus Girls 2010 ECNL RL,0,0,0,0,0,0,0,0,0,15.0,https://system.gotsport.com/org_event/events/45535/results?group=417880,Schedule,45535,417880,GotSport Tournament,2025-11-02 22:43:41
2,Ohio Champions League Columbus Force 09g E64RL,0,0,0,0,0,0,0,0,0,15.0,https://system.gotsport.com/org_event/events/45535/results?group=417881,Schedule,45535,417881,GotSport Tournament,2025-11-02 22:43:43
5,Ohio Champions League Sporting Columbus Girls 2009 ECNL RL,0,0,0,0,0,0,0,0,0,15.0,https://system.gotsport.com/org_event/events/45535/results?group=417881,Schedule,45535,417881,GotSport Tournament,2025-11-02 22:43:43
1,Ohio Champions League Club Ohio 07G ECNL-RL,0,0,0,0,0,0,0,0,0,15.0,https://system.gotsport.com/org_event/events/45535/results?group=417882,Schedule,45535,417882,GotSport Tournament,2025-11-02 22:43:45
